start	end	text
153620	154940	primavera
156060	156340	Quisse
156340	156620	a
156620	157040	viver
157040	157460	além
157460	158260	uma
158260	159020	quimera
161000	161500	Herdar
161500	161660	a
161660	162100	sorte
162100	162320	e
162320	162680	ganhar
162680	163080	teu
163080	164380	coração
167610	168170	Quem
168170	168930	me
168930	170030	dera
170610	171750	Abraçar-te
171750	171830	no
171830	172630	outono,
172630	173410	verão
173410	173510	e
173510	174890	primavera
175890	176230	Quisse
176230	176590	a
176590	177010	viver
177010	177790	além
177790	178290	uma
178290	178790	quimera
178790	178810	Herdar
178810	178830	a
178830	178850	sorte
178850	178870	e
178870	178890	ganhar
178890	178910	teu
178910	178930	coração
178930	178950	Quem
178950	178970	me
178970	179490	dera
180790	181530	Abraçar-te
181530	181550	no
181550	182070	outono,
182330	182630	verão
182630	182650	e
182650	182670	primavera
182670	182690	Quisse
182690	182830	a
182830	182850	viver
182850	183010	além
183010	183170	uma
183170	183260	quimera
183260	183280	Herdar
183280	183300	a
183300	183320	sorte
183320	183340	e
183340	183370	ganhar
183370	183390	teu
183390	183630	coração
185700	185720	Quem
185720	186140	me
186140	186250	dera
186250	186270	Abraçar-te
186270	186290	no
186290	186310	outono,
186310	186330	verão
186330	186350	e
186350	187080	primavera
210090	210850	Quisse
210850	211050	a
211050	211270	viver
211270	211430	além
211430	211450	uma
211450	211470	quimera
211470	211490	Herdar
211490	211510	a
211510	211530	sorte
211530	211550	e
211550	211570	ganhar
211570	211650	teu
211650	212420	coração
212420	212630	Quem
212630	212810	me
212810	212940	dera
212940	212960	Abraçar-te
212960	212980	no
212980	213000	outono,
213000	213020	verão
213020	213150	e
213150	214130	primavera
214130	215030	Quisse
215490	215510	a
215510	215530	viver
215530	215550	além
215550	215570	uma
215570	215590	quimera
215590	215950	Herdar
215950	216170	a
216170	216490	sorte
216490	216510	e
216510	216530	ganhar
216530	216550	teu
216550	216570	coração
216570	216590	Quem
216590	216610	me
216610	217000	dera
217000	217020	Abraçar-te
217020	217040	no
217040	217060	outono,
217830	217850	verão
217850	218030	e
218030	218540	primavera
218540	218560	Quisse
218560	218580	a
218580	218600	viver
218600	218620	além
218620	218640	uma
218640	218730	quimera
220010	220750	Herdar
220750	221050	a
221050	221290	sorte
221290	221530	e
221530	221550	ganhar
221550	221570	teu
221570	221590	coração
221630	221790	Quem
221790	222230	me
222230	222530	dera
222530	222550	Abraçar-te
222550	222570	no
222570	222590	outono,
222710	222850	verão
222850	223270	e
223270	223530	primavera
223530	223550	Quisse
223550	223570	a
223570	223590	viver
223590	223610	além
223610	223630	uma
223630	224150	quimera
228140	228490	Herdar
228490	228650	a
228650	228730	sorte
228730	228750	e
228750	228770	ganhar
228770	228790	teu
228790	228810	coração
228810	228830	Quem
228830	228850	me
228850	229030	dera
230310	230730	Abraçar-te
230730	230750	no
230750	230770	outono,
230770	230790	verão
230790	230810	e
230810	230830	primavera
230830	231350	Abraçar-te
231350	231550	no
231550	231730	outono,
231730	231750	verão
231750	231770	e
231770	231790	primavera
231790	231810	Abraçar-te
231810	231830	no
231830	232430	outono,
232430	232730	verão
232730	232750	e
232750	232770	primavera
232770	232790	Abraçar-te
232790	232810	no
232810	232830	outono,
232830	233170	verão
233780	233800	e
233800	234300	primavera
234300	234320	Abraçar-te
234320	234340	no
234340	234360	outono,
234360	234380	verão
234380	234400	e
234400	234840	primavera
235720	236260	Abraçar-te
236260	236300	no
236300	236320	outono,
236320	236340	verão
236340	236360	e
236360	236380	primavera
236380	236420	Abraçar-te
236420	236500	no
236500	237100	outono,
237100	237240	verão
237240	237260	e
237260	237300	primavera
237300	237320	Abraçar-te
237320	237340	no
237340	237360	outono,
237360	237480	verão
237480	237520	e
237520	237810	primavera
237810	237830	Abraçar-te
237830	237850	no
237850	237870	outono,
237870	237890	verão
237890	237910	e
237910	238720	primavera
238720	239300	Abraçar-te
239300	239320	no
239320	239630	outono,
239840	240360	verão
240360	240380	e
240380	240400	primavera
240400	240780	Abraçar-te
240780	240800	no
240800	241340	outono,
241340	241360	verão
241360	241380	e
241380	241400	primavera
241400	241420	Abraçar-te
241420	241440	no
241440	241460	outono,
241480	241920	verão
241920	241940	e
241940	242360	primavera
242360	242460	Abraçar-te
242460	242560	no
242560	243180	outono,
243180	243200	verão
243200	243360	e
243360	243380	primavera
243380	243400	Abraçar-te
243400	243420	no
243420	243440	outono,
244140	244550	verão
244550	244570	e
244570	245030	primavera
245030	245270	Abraçar-te
245270	245290	no
245290	245310	outono,
245310	245910	verão
247340	247360	e
247360	247380	primavera
247380	247400	Abraçar-te
247400	247420	no
247420	247440	outono,
247440	247860	verão
247860	248040	e
248040	248130	primavera
248130	248150	Abraçar-te
248150	248170	no
248170	248240	outono,
248240	248260	verão
248260	248280	e
248280	249000	primavera
249000	249360	Abraçar-te
249420	249580	no
249580	250340	outono,
250340	250360	verão
250360	250380	e
250380	250400	primavera
250400	250420	Abraçar-te
250420	250440	no
250440	251340	outono,
251340	251360	verão
251360	251380	e
251380	251400	primavera
251400	251420	Abraçar-te
251420	251440	no
251440	251460	outono,
251460	251840	verão
251840	251860	e
251860	252100	primavera
252100	252660	Abraçar-te
252660	252680	no
252680	253000	outono,
253200	253220	verão
253220	253240	e
253240	253340	primavera
253340	253400	Abraçar-te
253400	253420	no
253420	253440	outono,
253820	253840	verão
253840	253900	e
253900	254320	primavera
254320	254340	Abraçar-te
254340	254360	no
254360	255000	outono,
255220	255240	verão
255240	255260	e
255260	255340	primavera
255340	255360	Abraçar-te
255360	255380	no
255380	255400	outono,
256280	256300	verão
256300	256320	e
256320	256340	primavera
256340	256360	Abraçar-te
256360	256380	no
256380	256400	outono,
256520	256640	verão
256640	257120	e
257120	257340	primavera
257340	257360	Abraçar-te
257360	257380	no
257380	257400	outono,
257600	257700	verão
257700	257860	e
257860	258340	primavera
