start	end	text
118130	118710	Para
118710	118850	a
118850	119250	vida
119250	120310	toda
120810	121680	Ali...
124390	124890	Dizemos
124890	125070	que
125070	125350	era
125350	125630	amor
125850	126230	Para
126230	126350	a
126350	126730	vida
126730	127730	toda
128570	128590	Que
128590	128810	era
128810	129530	contigo
129530	129630	a
129630	129970	minha
129970	130370	vida
130370	131390	toda
132330	132350	Que
132350	132570	era
132570	132730	um
132730	133140	amor
133140	133710	Para
133710	133830	a
133830	134250	vida
134250	135270	toda
138530	138710	Quando
138710	139170	ele
139170	139510	sair
139510	139970	e
139970	140490	tiver
141110	141330	A
141330	141490	sua
141490	142310	mulher
143150	143230	E
143230	143390	já
143390	143830	poder
143830	144750	dividir
144750	144910	um
144910	145370	teto
145570	146270	Vamos
146270	146890	poder
146890	147450	vê-lo
147450	148130	crescer
148710	148830	Ser
148830	149010	o
149010	149210	que
149210	149790	quiser
150650	150670	E
150670	150910	tomar
150910	151550	conta
151550	151970	dos
151970	152270	nossos
152270	153230	netos
153330	153610	Um
153610	153910	dia
153910	154110	já
154110	154830	velhinhos
154830	155870	cansados
156270	156430	Sempre
156430	156730	lado
156730	157030	a
157030	157550	lado
157570	157930	Ele
157930	158150	vai
158150	158610	poder
158610	159030	contar
160880	160920	Que
160920	161040	os
161040	161340	pais
161340	162000	tiveram
162000	162320	sempre
162320	163260	casados
163260	164140	Eternos
164140	165140	namorados
165140	165460	E
165460	166260	vieram
166260	167140	provar
167940	167980	Que
167980	168540	ali
169360	169920	Dizemos
169920	170080	que
170080	170360	era
170360	170740	amor
171020	171260	Para
171260	171360	a
171360	171740	vida
171740	172560	toda
172640	173040	E
173290	173570	que
173570	173910	foi
173910	174510	contigo
174510	174610	a
174610	174890	minha
174890	175410	vida
175410	176330	toda
177290	177330	Que
177330	177550	era
177550	177710	um
177710	178110	amor
178110	178670	Para
178670	178810	a
178810	179210	vida
179210	180350	toda
182910	183710	Ali...
183810	184870	Dizemos
184870	185030	que
185030	185290	era
185290	185630	amor
185770	186190	Para
186190	186330	a
186330	186710	vida
186710	187610	toda
187830	188050	E
188310	188550	que
188550	188910	foi
188910	189530	contigo
189530	189610	a
189610	189890	minha
189890	190370	vida
190370	191430	toda
192310	192430	Foi
192430	192690	um
192690	193190	amor
193250	193710	Para
193710	193790	a
193790	194230	vida
194230	195310	toda
214030	214890	Dizemos
214890	215050	que
215050	215330	era
215330	215730	amor
215850	216190	Para
216190	216350	a
216350	216730	vida
216730	217690	toda
218230	218550	Que
218550	218930	era
218930	219470	contigo
219470	219590	a
219590	219870	minha
219870	220370	vida
220370	221390	toda
222290	222310	Que
222310	222530	era
222530	222710	um
222710	223140	amor
223140	223650	Para
223650	223810	a
223810	224190	vida
224190	225290	toda
225730	226800	Dizemos
229850	230030	que
230030	230290	era
230290	230490	amor
230650	231210	Para
231210	231330	a
231330	231650	vida
231650	232610	toda
233170	233600	Que
233600	233800	era
233800	234500	contigo
234500	234600	a
234600	234880	minha
234880	235360	vida
235360	236240	toda
236460	237320	Que
237320	237540	era
237540	237700	um
237700	238180	amor
238240	238700	Para
238700	238820	a
238820	239160	vida
239160	240280	toda
